UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
7838691358,TN-STU-2023-09816,Hemanth Balaji,2004-06-05,Erode,Erode (East),"C.N. College, Erode",M.E.,Civil Engineering,2026,6.0,"Quantity Estimation, AutoCAD, STAAD Pro, Site Supervision, Soil Testing, Structural Analysis",NONE,Smart Cities,Project Management Basics,Real Estate Firms,NONE,Cricket,Trainee Structural Engineer,Certified Senior BIM Associate,9950907794,hemanth.1358@smart.edu
4988828157,TN-STU-2023-09817,Jai L.,2000-12-24,Theni,Andipatti,"Government Theni Medical College, Theni",M.Sc.,Psychology,2024,6.1,"Counseling, Report Writing, Behavioral Analysis, Child Psychology, Group Therapy Facilitation",NONE,NONE,Art Therapy,Schools,NONE,Chess,Trainee School Counselor,Certified Senior Certified Counselor,9750685397,jai.8157@smart.edu
3622966930,TN-STU-2023-09818,Elakkiya Vijaykumar,1999-12-02,Salem,Salem (South),"Salem Polyclinic College of Nursing, Salem",M.Sc.,Agriculture,2023,9.0,"Crop Science, Soil Science, Organic Farming, Pest Management, Irrigation Management, Agribusiness",Plant Biotechnology,Drone Farming,Organic Farming Cert,Agri-Startups,NONE,Kabaddi,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9274401596,elakkiya.6930@smart.edu
4851654752,TN-STU-2022-09819,Umadevi Sekar,2004-05-19,Virudhunagar,Sivakasi,V.P. Muthaiah Pillai Meenakshi Ammal College of Education for Women,B.Sc.,Data Science,2025,8.4,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",Cloud Computing Foundation,Blockchain,Azure Fundamentals,TCS,NSS,Football,Data Scientist,Junior Data Science Specialist,9969268741,umadevi.4752@smart.edu
8602460769,TN-STU-2021-09820,Baskar Venkatesan,2005-06-17,Coimbatore,Valparai,Karunya Institute of Technology and Sciences,M.F.A.,Fine Arts,2024,6.2,"Art History, Graphic Design, Digital Illustration, Ceramics",Art Appreciation,Visual Communication,Photography Certification,Animation Studios,Cultural Fest,NONE,Trainee Illustrator,Certified Senior Animation Artist,9703418796,baskar.0769@smart.edu
4801928723,TN-STU-2021-09821,Akash S.,2002-01-05,Dindigul,Oddanchatram,"Sakthi College of Education, Oddanchatram",B.E.,Biomedical Engineering,2025,6.6,"MATLAB, Medical Device Design, Anatomy Knowledge",Clinical Engineering,Healthcare IoT,Medical Coding,NONE,Robotics,NONE,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9612634032,akash.8723@smart.edu
7828668688,TN-STU-2021-09822,Sneha Yogeswaran,2002-06-11,Vellore,Gudiyatham,Thanthai Periyar Government Institute of Technology (TPGIT),B.E.,Civil Engineering,2023,6.2,"Project Management, AutoCAD, STAAD Pro",Environmental Engineering,Smart Cities,NONE,TNHB,Construction Challenge,NONE,Trainee Structural Engineer,Certified Senior BIM Associate,9908265085,sneha.8688@smart.edu
6310415234,TN-STU-2023-09823,Bhuvaneswari Anbazhagan,1999-01-21,Kallakurichi,Kallakurichi,"Thiruvalluvar University Constituent College of Arts and Science, Kallakurichi",BBA,Business Administration,2025,7.7,"HR Management, Strategic Planning, Leadership, CRM",NONE,CRM Specialist,Digital Marketing Expert,NONE,B-Plan Competitions,Cricket,Junior Management Trainee,Certified Senior Business Development Associate,9332244219,bhuvaneswari.5234@smart.edu
8963782177,TN-STU-2021-09824,Ezhil Umapathi,2003-05-12,Chennai,Dr. Radhakrishnan Nagar,"Stella Maris College (Autonomous), Cathedral Road",B.F.A.,Fine Arts,2024,9.4,"Graphic Design, Art History, Digital Illustration, Ceramics, Photography",Photography Basics,Digital Art & Animation,Graphic Design Cert,NONE,Cultural Fest,Kho-Kho,Junior Art Educator,Certified Senior Animation Artist,9378525921,ezhil.2177@smart.edu
1529808326,TN-STU-2020-09825,Yamuna S.,2007-08-10,Namakkal,Tiruchengodu,"Vivekanandha College of Nursing, Tiruchengode",M.F.A.,Fine Arts,2026,8.2,"Ceramics, Photography, Digital Illustration",Photography Basics,NONE,Adobe Creative Suite,Animation Studios,Art Exhibition,Kho-Kho,Junior Graphic Designer,Certified Senior Animation Artist,9114003903,yamuna.8326@smart.edu
4178294676,TN-STU-2020-09826,Bharathy Pandian,2001-12-22,Ranipet,Arakkonam,"Government Polytechnic College, Arakkonam",LL.B.,Law,2023,6.1,"Legal Research, Corporate Law, Intellectual Property",NONE,NONE,NONE,NONE,Law Review,NONE,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9899293107,bharathy.4676@smart.edu
8286413545,TN-STU-2021-09827,Preethi T.,1999-01-27,Erode,Erode (East),"Erode Arts and Science College (Autonomous), Erode",B.E.,Civil Engineering,2025,9.7,"Surveying, Soil Testing, Quantity Estimation, STAAD Pro, AutoCAD, Site Supervision, Project Management",Environmental Engineering,Project Estimation,AutoCAD Civil 3D,Real Estate Firms,Construction Challenge,Athletics,Junior Project Coordinator,Certified Senior BIM Associate,9784620515,preethi.3545@smart.edu
7395339060,TN-STU-2023-09828,Arul M.,2005-12-14,Salem,Salem (South),"Government Arts College (Autonomous), Salem",B.Tech,Mechanical Engineering,2024,7.8,"Quality Control, SolidWorks, Thermodynamics, Manufacturing Processes, CNC Programming, AutoCAD",Fluid Mechanics,NONE,NONE,SMEs,NONE,NONE,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9803644713,arul.9060@smart.edu
3050964736,TN-STU-2020-09829,Dinesh Y.,1999-02-22,Tiruchirappalli,Srirangam,"Government College of Engineering, Srirangam",M.A.,Tamil,2025,7.7,"Research Writing, Tamil Literature, Public Speaking, Journalism",Tamil Grammar,NONE,NONE,School,Literary Club,Athletics,Junior Editor,Certified Senior Digital Editor,9630405552,dinesh.4736@smart.edu
5806754684,TN-STU-2023-09830,Gomathi Govindan,2000-03-30,Sivaganga,Tiruppattur,"Idhaya College for Women, Sarugani",B.A.,Tamil,2023,9.2,"Translation, Research Writing, Grammar",History of Tamil Literature,Tamil Computing,NONE,News Agency,Cultural Events,Badminton,Junior Content Developer,Certified Senior Digital Editor,9487085173,gomathi.4684@smart.edu
5034203691,TN-STU-2021-09831,Jeeva Inbaraj,2007-12-28,Karur,Karur,"Karur College of Education, Karur",B.E.,Civil Engineering,2025,7.1,"Quantity Estimation, Soil Testing, AutoCAD, STAAD Pro, Project Management",Environmental Engineering,Project Estimation,NONE,Real Estate Firms,NONE,NONE,Junior Site Engineer,Certified Senior BIM Associate,9953810258,jeeva.3691@smart.edu
7251570673,TN-STU-2023-09832,Bama Velu,2000-05-14,Namakkal,Namakkal,"Mahendra Polytechnic College, Namakkal",MBA,Business Administration,2023,8.7,"Marketing Research, Business Analytics, Operations Planning, Strategic Planning, Supply Chain",Marketing Research,NONE,Digital Marketing Expert,NONE,Entrepreneurship Cell,Cricket,Junior HR Executive,Certified Senior Business Development Associate,9243701907,bama.0673@smart.edu
7424108098,TN-STU-2022-09833,Vennila K.,2003-06-25,Tiruvannamalai,Arani,"Dr. M.G.R. Chockalingam Arts College, Arni",M.Sc.,Agriculture,2023,9.5,"Greenhouse Management, Soil Science, Irrigation Management",Soil Health,NONE,Organic Farming Cert,Government Agriculture Dept,Rural Development,Cricket,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9958727570,vennila.8098@smart.edu
5886320791,TN-STU-2020-09834,Kausalya Yuvraj,2003-11-11,Pudukkottai,Pudukkottai,"H.H. The Rajah's College, Pudukkottai",B.A.,Tamil,2026,6.9,"Research Writing, Journalism, Tamil Literature, Editing, Grammar",Classical Tamil,Translation Skills,E-Publishing,Publishing House,Debate,Athletics,Trainee Language Expert,Certified Senior Digital Editor,9466623556,kausalya.0791@smart.edu
9420323671,TN-STU-2020-09835,Azlagan Babu,2002-08-16,Salem,Salem (South),"Sri Sarada College of Education, Salem",M.F.A.,Fine Arts,2026,7.1,"Digital Illustration, Painting, Sculpture, Portfolio Building, Graphic Design, Ceramics, Art History",NONE,Digital Art & Animation,NONE,Museums,Art Exhibition,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9762006614,azlagan.3671@smart.edu
6973227000,TN-STU-2023-09836,Durga Sivakumar,2007-04-01,Tirunelveli,Palayamkottai,"Francis Xavier Engineering College, Vannarpettai",M.A.,English,2026,7.8,"Phonetics, Proofreading, SEO Writing",American Literature,NONE,HubSpot Content Marketing,NONE,Literary Society,Cricket,Junior Content Writer,Certified Senior Copywriter,9374548850,durga.7000@smart.edu
9781225630,TN-STU-2023-09837,Mugilan Boopathi,2002-09-27,Ariyalur,Jayankondam,Meenakshi Ramasamy Engineering College,B.E.,Mechanical Engineering,2025,9.0,"Quality Control, CNC Programming, MATLAB",Robotics,EV Technology,Lean Manufacturing,NONE,NCC,Athletics,Junior Design Engineer,Certified Senior CAD Design Specialist,9203201360,mugilan.5630@smart.edu
2467581819,TN-STU-2023-09838,Akash C.,2002-01-21,Nagapattinam,Nagapattinam,"Sir Issac Newton College of Nursing, Nagapattinam",B.Sc.,Nursing,2023,6.5,"Surgical Assistance, Vital Signs Monitoring, Medication Administration, Patient Care, ICU Management",NONE,Medical Coding,NONE,NONE,First Aid Camp,NONE,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9454466865,akash.1819@smart.edu
3551341470,TN-STU-2022-09839,Ilamaran N.,2001-12-30,Coimbatore,Thondamuthur,"Government Arts and Science College, Thondamuthur",LL.B.,Law,2025,6.6,"Contract Negotiation, Litigation Support, Legal Drafting, Legal Research, IPC/CrPC Knowledge, Legal Writing, Intellectual Property",Environmental Law,Court Procedures,NONE,Human Rights NGOs,Moot Court,Badminton,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9590553405,ilamaran.1470@smart.edu
1803200253,TN-STU-2022-09840,Prabhu Gunaseelan,2008-06-25,Namakkal,Namakkal,"PGP College of Engineering and Technology, Namakkal",B.Sc.,Nursing,2024,9.4,"Medication Administration, ICU Management, Patient Care, Vital Signs Monitoring",Basic Life Support,Clinical Documentation,NONE,General Hospitals,First Aid Camp,NONE,Junior Community Health Worker,Certified Senior Certified Nurse,9444247153,prabhu.0253@smart.edu
6302853448,TN-STU-2023-09841,Aarthy S.,2006-03-18,Tiruppur,Kangayam,"Sasurie College of Engineering, Vijayamangalam",LL.B.,Law,2026,6.9,"Legal Drafting, Legal Writing, Contract Negotiation, Legal Research, Litigation Support, Intellectual Property, Corporate Law",Human Rights Law,NONE,NONE,Human Rights NGOs,Debate,Cricket,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9858495053,aarthy.3448@smart.edu
2297343381,TN-STU-2022-09842,Akshaya C.,2003-01-18,Karur,Karur,"Cheran School of Nursing, Karur",M.E.,Electronics & Communication,2023,7.3,"IoT, Communication Protocols, Embedded Systems, VLSI",Wireless Communications,NONE,NONE,DRDO Labs,Ham Radio,Chess,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9462014469,akshaya.3381@smart.edu
9839653827,TN-STU-2022-09843,Madhavan Yuvraj,2000-10-13,Thiruvallur,Poonamallee,Stella Maris College,M.Sc.,Psychology,2025,7.3,"Mental Health Assessment, Behavioral Analysis, Psychometrics",Positive Psychology,NONE,NONE,Schools,Awareness Camps,Chess,Junior Psychological Counselor,Certified Senior Certified Counselor,9396594295,madhavan.3827@smart.edu
5691511156,TN-STU-2023-09844,Kishore Babu,2003-11-07,Chennai,Villivakkam,"Kilpauk Medical College (KMC), Kilpauk",B.Sc.,Psychology,2026,8.3,"Report Writing, Mental Health Assessment, Social Work, Group Therapy Facilitation, Behavioral Analysis",NONE,Addiction Counselling,Art Therapy,NGOs,NONE,NONE,Junior Psychological Counselor,Certified Senior Certified Counselor,9436270870,kishore.1156@smart.edu
3000328458,TN-STU-2022-09845,Ishwarya Velayudham,2007-09-08,Ranipet,Arakkonam,"Government Polytechnic College, Arakkonam",B.Tech,Civil Engineering,2023,8.5,"AutoCAD, Site Supervision, Quantity Estimation",NONE,Project Estimation,NONE,Government PWD,Green Campus Initiative,NONE,Junior Project Coordinator,Certified Senior BIM Associate,9272271945,ishwarya.8458@smart.edu
4889345481,TN-STU-2022-09846,Raja Ponnusamy,2000-03-29,Viluppuram,Gingee,T.S.M. Jain College of Technology,M.Com,Commerce,2026,6.8,"Banking Operations, Accounting, Cost Accounting, GST Filing, Tally ERP, Financial Reporting",Advanced Accounting,FinTech,GST Practitioner,CA Firms,NSS,Kho-Kho,Trainee Financial Analyst,Certified Senior Banking Associate,9186388779,raja.5481@smart.edu
6671246903,TN-STU-2020-09847,Amudhan Thirunavukkarasu,2003-09-13,Karur,Karur,"Ponmari College of Education, Karur",B.A.,Tamil,2026,6.1,"Research Writing, Translation, Journalism, Public Speaking, Editing, Grammar",History of Tamil Literature,E-Media,Translator Certification,News Agency,Debate,Kabaddi,Trainee Language Expert,Certified Senior Digital Editor,9614608407,amudhan.6903@smart.edu
8243095936,TN-STU-2022-09848,Dhiyan Rajan,2008-07-03,Chengalpattu,Cheyyur,Karpaga Vinayaga Institute of Medical Sciences,B.E.,Civil Engineering,2026,8.3,"Structural Analysis, Surveying, Project Management, STAAD Pro, Soil Testing",Construction Management,Geo-Technical Analysis,Project Management Basics,NONE,ASCE Chapter,Kabaddi,Junior Site Engineer,Certified Senior BIM Associate,9476169859,dhiyan.5936@smart.edu
5439528541,TN-STU-2022-09849,Durai Govindan,2006-10-03,Erode,Bhavanisagar,"Government Arts and Science College, Sathyamangalam",MBA,Business Administration,2024,7.1,"Marketing Research, CRM, Strategic Planning",Organizational Behavior,Retail Management,HR Generalist,NONE,YRC,Badminton,Junior Management Trainee,Certified Senior Business Development Associate,9490882882,durai.8541@smart.edu
9863332134,TN-STU-2023-09850,Logu Arumugam,1999-02-23,Tenkasi,Vasudevanallur,"S. Thangapazham Medical College of Naturopathy and Yogic Science, Vasudevanallur",B.Tech,Biomedical Engineering,2025,6.7,"MATLAB, Product Testing, Medical Device Design, AutoCAD, Anatomy Knowledge, Biomechanics",NONE,Research Documentation,CBET Preparation,Apollo Hospitals,Health Tech Club,Athletics,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9419952470,logu.2134@smart.edu
6431029632,TN-STU-2021-09851,Nisha K.,2006-12-02,Tiruppur,Kangayam,"Builders Engineering College, Kangeyam",M.Com,Commerce,2023,8.5,"Auditing, Banking Operations, GST Filing, Tally ERP, Taxation, Financial Reporting",Corporate Finance,FinTech,Tally Prime Certified,Banks,Commerce Club,Cricket,Junior Accountant,Certified Senior Banking Associate,9588798411,nisha.9632@smart.edu
1803488575,TN-STU-2021-09852,Meena R.,2004-10-02,Vellore,Vellore,Government College of Education (Vellore),M.E.,Civil Engineering,2024,7.1,"Structural Analysis, STAAD Pro, Quantity Estimation, Soil Testing",Environmental Engineering,NONE,AutoCAD Civil 3D,L&T Construction,Construction Challenge,Volleyball,Junior Site Engineer,Certified Senior BIM Associate,9729695027,meena.8575@smart.edu
2028965060,TN-STU-2022-09853,Janu Rajan,2005-03-20,Tiruchirappalli,Srirangam,"J.J. College of Engineering and Technology, Ammapettai",M.Sc.,Agriculture,2026,7.7,"Agribusiness, Pest Management, Crop Science, Soil Science, Remote Sensing, Irrigation Management, Greenhouse Management",NONE,AgriTech Tools,Organic Farming Cert,NONE,Green Brigade,Athletics,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9661100345,janu.5060@smart.edu
8262223520,TN-STU-2021-09854,Arun Gunaseelan,2000-06-10,Erode,Perundurai,"Government Polytechnic College, Perundurai",M.Com,Commerce,2026,10.0,"Cost Accounting, GST Filing, Taxation, Financial Reporting",Corporate Finance,FinTech,CPA Foundation,Retail Finance,Finance Club,Cricket,Junior Accountant,Certified Senior Banking Associate,9873837332,arun.3520@smart.edu
9402763537,TN-STU-2023-09855,Akshaya Anbarasu,2000-04-04,Tiruchirappalli,Manachanallur,"TRP Engineering College, Irungalur",B.Sc.,Agriculture,2025,6.6,"Soil Science, Irrigation Management, Crop Science, Organic Farming, Remote Sensing",NONE,Drone Farming,Soil Testing Cert,TNAU Research Farms,Green Brigade,Cricket,Trainee Agronomist,Certified Senior Agri-Business Advisor,9227240161,akshaya.3537@smart.edu
2948187372,TN-STU-2022-09856,Vimala Jayaraman,2006-02-22,Madurai,Madurai Central,"Sacred Heart Nursing College, Madurai",M.Sc.,Data Science,2023,6.4,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",Operating Systems,Cyber Security Analyst,NONE,Infosys,NONE,Chess,Data Analyst,Junior Data Science Specialist,9990984112,vimala.7372@smart.edu
5497548710,TN-STU-2022-09857,Nandita Mohan,2007-05-04,Thiruvallur,Avadi,DG Vaishnav College,M.Com,Commerce,2023,8.5,"Financial Reporting, Accounting, Banking Operations",Investment Management,FinTech,Tally Prime Certified,CA Firms,Entrepreneurship Cell,Chess,Junior Accountant,Certified Senior Banking Associate,9132813261,nandita.8710@smart.edu
5392604185,TN-STU-2021-09858,Zuban Krishnan,1999-10-21,Coimbatore,Valparai,Bharathiar University,B.Sc.,Nursing,2024,7.3,"ICU Management, Emergency Response, Medical Terminology, Vital Signs Monitoring",NONE,Healthcare Management,NONE,Community Health Centres,First Aid Camp,Athletics,Junior ICU Nurse,Certified Senior Certified Nurse,9163523474,zuban.4185@smart.edu
3912411453,TN-STU-2020-09859,Ajith M.,2001-02-08,Tiruchirappalli,Manachanallur,"Seshasayee Institute of Technology, Ariyamangalam",M.E.,Mechanical Engineering,2024,7.2,"AutoCAD, CNC Programming, Quality Control, MATLAB, Thermodynamics, Manufacturing Processes, SolidWorks",NONE,Green Manufacturing,Six Sigma Yellow Belt,BHEL,NCC,Kabaddi,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9467354087,ajith.1453@smart.edu
2626813498,TN-STU-2020-09860,Vazhithi Inbaraj,2006-06-29,Cuddalore,Chidambaram,"Government Medical College Cuddalore (Rajah Muthiah), Chidambaram",BBA,Business Administration,2026,8.7,"Strategic Planning, Business Analytics, HR Management",Strategic Management,NONE,Digital Marketing Expert,Tech Startups,YRC,NONE,Junior HR Executive,Certified Senior Business Development Associate,9215374873,vazhithi.3498@smart.edu
9619720182,TN-STU-2020-09861,Divya Dharmalingam,2001-07-13,Tiruchirappalli,Thuraiyur,"Veterinary College and Research Institute (TANUVAS), Ramji Nagar",B.E.,Biomedical Engineering,2026,9.2,"Anatomy Knowledge, MATLAB, AutoCAD, Signal Processing, Medical Device Design, Biomechanics",NONE,Medical Device Regulation,NONE,NONE,NONE,Chess,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9463391652,divya.0182@smart.edu
4493264240,TN-STU-2022-09862,Tamil Ramesh,2003-02-18,Madurai,Madurai Central,"Tamil Nadu Physical Education and Sports University (Regional Centre), Madurai",M.E.,Electronics & Communication,2023,9.0,"Circuit Design, Signal Processing, IoT, Embedded Systems, Communication Protocols, MATLAB, PCB Design",Digital Electronics,NONE,National Instruments LabVIEW,NONE,Electronics Fest,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer,9759184202,tamil.4240@smart.edu
