UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
2372459948,TN-STU-2022-07882,Priya Dharmalingam,2003-05-16,Salem,Avadi,Mother Teresa Womens University,B.A.,Tamil,2023.0,8.1,"Translation, Research Writing, Editing",Tamil Grammar,Translation Skills,E-Publishing,News Agency,NSS,Badminton,Junior Editor,Certified Senior Digital Editor
3264379730,TN-STU-2022-07883,Ganesh Udhayam,2001-06-17,Thoothukudi,Nannilam,Annamalai University,M.A.,Tamil,2023.0,7.0,"Research Writing, Grammar, Editing, Public Speaking, Tamil Literature, Journalism, Translation",,E-Media,,School,Debate,Kabaddi,Junior Editor,Associate Tamil Content Specialist
2016835871,TN-STU-2023-07884,Nandhakumar C.,2008-10-06,Erode,Ambur,SSN College of Engineering,B.E.,Computer Science,2025.0,8.9,"Python, Data Analysis, DevOps",,Cyber Security Analyst,Google Data Analytics,Infosys,Coding Clubs,Football,Junior Data Analyst,Certified Senior Cloud Engineer
3300139640,TN-STU-2021-07885,Jayamathi Thirunavukkarasu,2002-11-30,Chennai,Avadi,Mother Teresa Womens University,M.A.,Tamil,2023.0,8.6,"Research Writing, Public Speaking, Editing, Translation, Creative Writing",,,,,Cultural Events,Kabaddi,Junior Content Developer,Junior Digital Editor
6399746106,TN-STU-2021-07886,Vazhithi Manickam,2002-03-07,Coimbatore,Gummidipoondi,SRM University,M.E.,Biomedical Engineering,2024.0,9.2,"Medical Device Design, Anatomy Knowledge, MATLAB",,Medical Device Regulation,AutoCAD Certified,Medical Device Startups,Health Tech Club,Athletics,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
1884205751,TN-STU-2023-07887,Narendra Sekar,2002-12-25,Coimbatore,Thiruverambur,Bharathidasan University,M.A.,Tamil,2024.0,7.0,"Grammar, Tamil Literature, Creative Writing, Editing",History of Tamil Literature,Digital Content Creation,E-Publishing,News Agency,Literary Club,Badminton,Junior Editor,Certified Senior Digital Editor
6575771224,TN-STU-2023-07888,Siva Omkar,2000-10-25,Tirunelveli,Poonamallee,Stella Maris College,B.Sc.,Psychology,2025.0,6.1,"Behavioral Analysis, Child Psychology, Psychometrics, Report Writing",Abnormal Psychology,Counselling Practices,CBT Practitioner,,Peer Counseling,Chess,Trainee School Counselor,Certified HR People Strategy
7776330969,TN-STU-2022-07889,Murugan Manickam,2008-07-14,Tiruchirappalli,Uthiramerur,Government Law College Chennai,LL.B.,Law,2023.0,6.0,"Contract Negotiation, Intellectual Property, Legal Research, IPC/CrPC Knowledge, Legal Writing, Legal Drafting, Corporate Law",Human Rights Law,,Cyber Law Cert,Human Rights NGOs,Legal Aid Club,Badminton,Trainee Legal Consultant,Certified Senior Corporate Lawyer
9942552204,TN-STU-2021-07890,Valli Gunaseelan,2006-03-30,Vellore,Uthiramerur,Government Law College Chennai,B.A.LL.B.,Law,2026.0,9.4,"Legal Research, Legal Drafting, Litigation Support, Contract Negotiation, Intellectual Property, Corporate Law",Human Rights Law,Corporate Drafting,Bar Council Enrollment,,Moot Court,Chess,Junior Corporate Legal Associate,Certified Dispute Resolution Expert
2031910670,TN-STU-2021-07891,Selvi Krishnan,2001-10-24,Namakkal,Tiruttani,Agri College Killikulam,B.Sc.,Agriculture,2024.0,6.6,"Greenhouse Management, Agribusiness, Crop Science",Agroforestry,Agri-Marketing,Agri-Business Management,NGOs,Rural Development,Kho-Kho,Trainee Agronomist,Certified Senior Agri-Business Advisor
1048447540,TN-STU-2022-07892,Yavan R.,2000-11-13,Madurai,Avadi,Mother Teresa Womens University,M.A.,Tamil,2025.0,7.8,"Research Writing, Grammar, Public Speaking, Translation",Epigraphy,Translation Skills,,Publishing House,Debate,Badminton,Junior Editor,Associate Tamil Content Specialist
5947497993,TN-STU-2021-07893,Revathi Inbaraj,2003-04-27,Tirunelveli,Colachal,NIT Trichy,MCA,Computer Science,2025.0,9.8,"Node.js, Python, Data Analysis",Operating Systems,Data Analytics with Python,Google Data Analytics,,,Table Tennis,Junior Data Analyst,Certified Cybersecurity Analyst
9472908029,TN-STU-2022-07894,Vetri Ramasamy,2005-05-09,Thoothukudi,Avadi,TA PAS College,B.A.,English,2023.0,7.5,"SEO Writing, IELTS Coaching, Phonetics, Copywriting, Public Speaking, Proofreading",American Literature,,TEFL,,Elocution Club,Tennis,Junior Content Writer,Certified Corporate Trainer
7874874322,TN-STU-2023-07895,Yamini Yogeswaran,2006-08-26,Salem,Ponneri,Ethiraj College,M.Sc.,Psychology,2026.0,6.8,"Behavioral Analysis, Group Therapy Facilitation, Mental Health Assessment, Social Work, Report Writing, Counseling",,Emotional Intelligence,Art Therapy,HR Departments,Awareness Camps,Badminton,Trainee School Counselor,Certified Senior Certified Counselor
3604479217,TN-STU-2023-07896,Janu S.,2002-10-23,Coimbatore,Thiruverambur,Bharathidasan University,B.A.,Tamil,2023.0,10.0,"Tamil Literature, Grammar, Translation, Research Writing, Creative Writing",History of Tamil Literature,,E-Publishing,,NSS,Kabaddi,Junior Content Developer,Certified Journalist
4420077494,TN-STU-2022-07897,Kaviya Jagadeesan,2006-10-09,Coimbatore,Poonamallee,Stella Maris College,B.Sc.,Psychology,2023.0,9.8,"Counseling, Social Work, Mental Health Assessment, Group Therapy Facilitation, Psychometrics, Child Psychology, Behavioral Analysis",,Counselling Practices,HR Analytics,,,Kho-Kho,Junior Behavioral Analyst,Certified HR People Strategy
6301512457,TN-STU-2020-07898,Hasini V.,2005-10-27,Madurai,Colachal,Thiagarajar CE,M.E.,Mechanical Engineering,2024.0,9.0,"SolidWorks, Lean Manufacturing, Manufacturing Processes",Manufacturing Engineering,,,,SAE Collegiate Club,,Junior Design Engineer,Junior CAD Design Specialist
8020002219,TN-STU-2021-07899,Inbaraj Velu,2004-08-24,Salem,Attur,Government College of Engineering Salem,B.Tech,Mechanical Engineering,2026.0,6.8,"Thermodynamics, Quality Control, AutoCAD, MATLAB, Lean Manufacturing",Manufacturing Engineering,Industry 4.0,AutoCAD Certified,Ashok Leyland,Make in India Hackathon,Athletics,Trainee Production Engineer,Certified Senior CAD Design Specialist
3084526730,TN-STU-2020-07900,Karuna Babu,2000-01-31,Kallakurichi,Kanniyakumari,Agricultural College Madurai,M.Sc.,Agriculture,2024.0,9.2,"Agribusiness, Remote Sensing, Greenhouse Management, Crop Science, Soil Science, Organic Farming, Pest Management",Plant Biotechnology,Agri-Marketing,Drone Operator License,Government Agriculture Dept,NSS,,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor
1288937511,TN-STU-2023-07901,Swetha Loganathan,2002-08-17,Erode,Ambur,Government College of Engineering Tirunelveli,B.E.,Civil Engineering,2023.0,6.9,"Quantity Estimation, Surveying, AutoCAD, Structural Analysis, Site Supervision",,Project Estimation,,,,Athletics,Trainee Structural Engineer,Junior BIM Associate
5114408136,TN-STU-2020-07902,Nandhakumar Vijaykumar,2002-07-10,Namakkal,Colachal,Thiagarajar CE,B.E.,Mechanical Engineering,2026.0,6.9,"SolidWorks, MATLAB, AutoCAD, Manufacturing Processes",Fluid Mechanics,EV Technology,AutoCAD Certified,SMEs,,Athletics,Trainee Production Engineer,Certified Senior CAD Design Specialist
8092831160,TN-STU-2023-07903,Kabilan Rajan,1999-01-03,Kallakurichi,Tiruttani,PSG Tech,B.Tech,Electronics & Communication,2025.0,7.8,"PCB Design, Communication Protocols, Circuit Design",Microcontrollers,5G Technology,,Telecom Companies,NCC,Table Tennis,Junior Embedded Systems Engineer,Associate PCB Design Expert
7547764176,TN-STU-2022-07904,Zuban V.,2007-03-26,Coimbatore,Colachal,School of Excellence in Law,LL.B.,Law,2023.0,6.4,"Legal Research, Legal Drafting, Intellectual Property, IPC/CrPC Knowledge",Cyber Laws,,,,,Badminton,Trainee Legal Consultant,Junior Corporate Lawyer
6003045438,TN-STU-2022-07905,Jayamathi J.,2004-06-10,Namakkal,Kancheepuram,SASTRA University,B.Tech,Biomedical Engineering,2024.0,6.2,"Product Testing, MATLAB, Medical Device Design, Anatomy Knowledge, Signal Processing, Clinical Trials Support, AutoCAD",,Research Documentation,Medical Coding,,Health Tech Club,Chess,Trainee Medical Device Tester,Certified Clinical Systems Engineer
5607408305,TN-STU-2022-07906,Meera Haran,2000-09-28,Thoothukudi,Nagercoil,SIET College,B.Sc.,Psychology,2025.0,7.7,"Mental Health Assessment, Group Therapy Facilitation, Counseling, Report Writing, Psychometrics",Developmental Psychology,Emotional Intelligence,,HR Departments,YRC,Badminton,Junior Psychological Counselor,Associate Mental Wellness Coach
1966513388,TN-STU-2021-07907,Farzana K.,2003-06-11,Kallakurichi,Nannilam,Alagappa University,M.A.,English,2025.0,7.5,"Linguistics, SEO Writing, Phonetics, Literature Analysis, IELTS Coaching",American Literature,,Copywriting Proficiency,Schools,NCC,,Junior Content Writer,Certified Senior Copywriter
8227486462,TN-STU-2021-07908,Eswar Ramesh,2001-10-21,Thanjavur,Colachal,Thiagarajar CE,M.E.,Mechanical Engineering,2025.0,8.0,"MATLAB, CNC Programming, AutoCAD, Lean Manufacturing",Engineering Design,Industry 4.0,Lean Manufacturing,,Make in India Hackathon,Athletics,Junior Maintenance Engineer,Certified EV Systems Engineer
8465520413,TN-STU-2021-07909,Gunasekar Karthik,2007-12-28,Erode,Nannilam,Annamalai University,M.A.,Tamil,2025.0,8.5,"Public Speaking, Creative Writing, Tamil Literature",History of Tamil Literature,Tamil Computing,,Publishing House,Debate,Kabaddi,Junior Content Developer,Associate Tamil Content Specialist
3264684490,TN-STU-2020-07910,Harini M.,1999-08-05,Thoothukudi,Ambur,Government College of Engineering Tirunelveli,M.E.,Civil Engineering,2026.0,9.7,"Site Supervision, Soil Testing, Surveying, STAAD Pro, Quantity Estimation, AutoCAD",Structural Engineering,Smart Cities,,TNHB,Green Campus Initiative,,Junior Project Coordinator,Associate Construction Specialist
1138850144,TN-STU-2020-07911,Chitra S.,2005-09-24,Salem,Ambur,SSN College of Engineering,B.E.,Computer Science,2024.0,7.1,"Machine Learning, Cybersecurity, Cloud Computing, Java, Flutter",Operating Systems,,Oracle Java Certified,,Hackathons,Table Tennis,Junior Software Engineer,Certified Cybersecurity Analyst
4592857949,TN-STU-2022-07912,Abirami Karthik,2008-09-26,Tiruchirappalli,Thiruthuraipoondi,Coimbatore Institute of Technology,B.Tech,Mechanical Engineering,2025.0,9.1,"CNC Programming, Quality Control, MATLAB, Lean Manufacturing, Manufacturing Processes",Engineering Design,Industry 4.0,CREO Designer,BHEL,NCC,,Junior Design Engineer,Certified Senior CAD Design Specialist
2682543179,TN-STU-2023-07913,Dinesh D.,2007-08-05,Thanjavur,Thiruvallur,VISTAS Chennai,BBA,Business Administration,2023.0,7.2,"Supply Chain, Operations Planning, CRM",Operations Management,Business Analytics,HR Generalist,Consumer Goods Companies,Marketing Club,,Junior Management Trainee,Certified Senior Business Development Associate
2252818760,TN-STU-2020-07914,Akshaya C.,2001-03-31,Coimbatore,Ambur,Patrician College,B.Com,Commerce,2024.0,6.5,"Tally ERP, Taxation, Financial Reporting, GST Filing, Accounting",Investment Management,,,Banks,NSS,Kabaddi,Trainee Financial Analyst,Associate FinTech Analyst
7018465621,TN-STU-2021-07915,Fazil Omkar,2002-01-29,Salem,Avadi,DG Vaishnav College,B.Com,Commerce,2024.0,9.9,"GST Filing, Auditing, Financial Reporting, Banking Operations, Accounting, Taxation, Tally ERP",,,,,Entrepreneurship Cell,Cricket,Junior Accountant,Junior Banking Associate
4459461482,TN-STU-2023-07916,Raghav Mani,2003-10-13,Salem,Avadi,Mother Teresa Womens University,B.A.,Tamil,2025.0,6.5,"Editing, Journalism, Research Writing",,Tamil Computing,E-Publishing,School,,Badminton,Trainee Language Expert,Certified Senior Digital Editor
4712655865,TN-STU-2022-07917,Akshaya Velayudham,2001-06-12,Thoothukudi,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2023.0,6.5,"Art History, Graphic Design, Ceramics, Digital Illustration, Painting",Modern Art,Event Design,Visual Art Diploma,,Art Exhibition,Chess,Trainee Illustrator,Certified Creative Designer
5577127600,TN-STU-2023-07918,Nisha Ramesh,1999-04-03,Chennai,Killiyoor,Sri Ramachandra University,M.Sc.,Nursing,2023.0,7.6,"Surgical Assistance, Anatomy, Emergency Response, Medication Administration, Medical Terminology, Patient Care, ICU Management",Anatomy & Physiology,Healthcare Management,Intensive Care Cert,General Hospitals,First Aid Camp,Kabaddi,Junior ICU Nurse,Certified Senior Certified Nurse
7780189219,TN-STU-2022-07919,Chaitra Rajan,1999-10-03,Madurai,Ambur,Government College of Engineering Tirunelveli,B.E.,Civil Engineering,2024.0,8.0,"AutoCAD, Surveying, Structural Analysis, Project Management, STAAD Pro, Site Supervision, Soil Testing",Structural Engineering,Smart Cities,,Government PWD,Construction Challenge,Volleyball,Junior Site Engineer,Associate Construction Specialist
6978317482,TN-STU-2021-07920,Chandru Suresh,1999-10-06,Erode,Poonamallee,TNAU Coimbatore,M.Sc.,Agriculture,2025.0,7.0,"Agribusiness, Organic Farming, Crop Science, Greenhouse Management, Pest Management",,Post Harvest Management,Soil Testing Cert,TNAU Research Farms,Farm Club,Kho-Kho,Junior Agriculture Officer,Certified Senior Agri-Business Advisor
8881753211,TN-STU-2020-07921,Vignesh Arumugam,2005-03-17,Vellore,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2026.0,6.9,"Portfolio Building, Art History, Ceramics, Sculpture, Painting",,,Visual Art Diploma,,Art Exhibition,Chess,Trainee Illustrator,Certified Creative Designer
7406851056,TN-STU-2021-07922,Ram Yuvraj,1999-02-04,Tiruchirappalli,Avadi,Mother Teresa Womens University,M.A.,Tamil,2026.0,6.2,"Creative Writing, Editing, Public Speaking, Journalism",History of Tamil Literature,Tamil Computing,,Content Studio,,Badminton,Trainee Language Expert,Associate Tamil Content Specialist
5554493886,TN-STU-2020-07923,Pavithra Suresh,2003-05-28,Namakkal,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2024.0,8.4,"Pest Management, Crop Science, Remote Sensing, Organic Farming, Soil Science, Greenhouse Management",Precision Agriculture,,Agri-Business Management,,Farm Club,Kho-Kho,Junior Agriculture Officer,Certified AgriTech Analyst
4585630263,TN-STU-2023-07924,Murugan G.,2006-04-08,Thanjavur,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2023.0,6.4,"Pest Management, Organic Farming, Remote Sensing",Precision Agriculture,,Drone Operator License,,Rural Development,Athletics,Trainee Agronomist,Certified AgriTech Analyst
8512286001,TN-STU-2021-07925,Vishva M.,2005-09-26,Tirunelveli,Kancheepuram,Anna University Regional Campus,B.E.,Civil Engineering,2026.0,8.5,"Soil Testing, Site Supervision, AutoCAD, Structural Analysis, STAAD Pro, Project Management",Building Materials,Geo-Technical Analysis,STAAD Pro Certified,Government PWD,ASCE Chapter,Kabaddi,Junior Project Coordinator,Certified Senior BIM Associate
8086378048,TN-STU-2021-07926,Raja I.,2001-01-29,Vellore,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2026.0,6.5,"Structural Analysis, Soil Testing, AutoCAD, Project Management, STAAD Pro, Surveying, Quantity Estimation",,,,,NSS,,Trainee Structural Engineer,Junior BIM Associate
5248827998,TN-STU-2023-07927,Charu Chidambaram,2000-08-18,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2025.0,7.3,"Art History, Sculpture, Painting",Photography Basics,,Adobe Creative Suite,,Art Exhibition,Badminton,Junior Graphic Designer,Certified Creative Designer
5039556214,TN-STU-2023-07928,Indran Haran,2001-05-28,Tiruchirappalli,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2024.0,9.1,"Portfolio Building, Art History, Photography",Art Appreciation,Graphic Design Tools,Adobe Creative Suite,,,Kho-Kho,Junior Art Educator,Certified Creative Designer
1147817008,TN-STU-2021-07929,Heera A.,2008-02-21,Tiruchirappalli,Avadi,TA PAS College,B.A.,English,2023.0,7.6,"IELTS Coaching, Linguistics, Literature Analysis, Copywriting",Modern Linguistics,,TEFL,Digital Marketing Agency,Debate,Football,Junior Content Writer,Certified Senior Copywriter
4378722554,TN-STU-2023-07930,Ishwar E.,1999-10-19,Vellore,Avadi,Mother Teresa Womens University,M.A.,Tamil,2023.0,9.6,"Grammar, Tamil Literature, Translation, Journalism",Tamil Grammar,E-Media,,Publishing House,Cultural Events,Kabaddi,Junior Content Developer,Associate Tamil Content Specialist
1154141555,TN-STU-2023-07931,Tamil S.,2006-02-15,Coimbatore,Avadi,Mother Teresa Womens University,M.A.,Tamil,2026.0,9.1,"Creative Writing, Translation, Editing",,,Tamil Pandit Certification,Content Studio,NSS,Badminton,Junior Content Developer,Certified Senior Digital Editor
1755750643,TN-STU-2023-07932,Yogesh Balan,2008-03-07,Kallakurichi,Uthiramerur,Government Law College Chennai,B.A.LL.B.,Law,2026.0,7.9,"Litigation Support, Intellectual Property, IPC/CrPC Knowledge",,,Cyber Law Cert,,Debate,Badminton,Junior Junior Advocate,Certified Dispute Resolution Expert
2287084181,TN-STU-2022-07933,Usha Ramasamy,1999-08-10,Thoothukudi,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2025.0,9.8,"Painting, Portfolio Building, Photography, Digital Illustration, Graphic Design, Ceramics, Sculpture",Photography Basics,,Visual Art Diploma,Animation Studios,,Kho-Kho,Junior Art Educator,Certified Senior Animation Artist
1979233461,TN-STU-2022-07934,Jai Yuvraj,1999-11-23,Thanjavur,Poonamallee,Hindustan College,MBA,Business Administration,2026.0,7.8,"HR Management, Supply Chain, Strategic Planning, Business Analytics",,CRM Specialist,,,YRC,Football,Junior Management Trainee,Junior Business Development Associate
3673623519,TN-STU-2023-07935,Nallan Krishnan,2006-02-05,Kallakurichi,Ambur,Patrician College,M.Com,Commerce,2024.0,7.7,"GST Filing, Financial Reporting, Cost Accounting, Accounting",Corporate Finance,Digital Banking,Tally Prime Certified,,Entrepreneurship Cell,,Junior Audit Assistant,Certified Certified Accountant
5068632286,TN-STU-2022-07936,Devi Y.,2000-10-07,Thanjavur,Ambur,Patrician College,M.Com,Commerce,2025.0,8.7,"Banking Operations, GST Filing, Auditing, Accounting, Tally ERP",Banking & Insurance,,GST Practitioner,Share Broking Firm,Entrepreneurship Cell,Chess,Junior Accountant,Certified Senior Banking Associate
8187410744,TN-STU-2022-07937,Rishi E.,2008-12-24,Tirunelveli,Tiruttani,PSG Tech,B.E.,Electronics & Communication,2023.0,8.1,"Signal Processing, MATLAB, Circuit Design, Communication Protocols, IoT, VLSI",,IoT & Automation,IoT Foundation,DRDO Labs,Ham Radio,Chess,Junior Embedded Systems Engineer,Certified Senior Embedded Developer
